name,asset_type,tags,location_id,street_address,unit,unit_type,municipality,city,state,zip_code,latitude,longitude,parcel_id,residence,iffy_geocoding,available_transportation,parent_location_id,parent_location,url,email,phone,hours_of_operation,holiday_hours_of_operation,periodicity,capacity,wifi_network,internet_access,computers_available,accessibility,open_to_public,child_friendly,sensitive,do_not_display,localizability,services,hard_to_count_population,data_source_names,data_source_urls,organization_name,organization_phone,organization_email,etl_notes,geocoding_properties
Bakn Carnegie,restaurants,,83465,335 Main Street,,,,Carnegie,PA,15106,40.409759,-80.083625,,,,,,,,,,,,,24,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'confidence': 1, 'accuracy': 'point', 'match_type': 'exact', 'layer': 'address', 'label': '335 E Main St, Carnegie, PA, USA'}"
Bakn Warrendale,restaurants,,83432,100 Fowler  Road,,,,Warrendale,PA,15086,40.65021984,-80.07761071,,,,,,,,,,,,,77,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Baltimore Crab House,restaurants,,79726,176 Curry Hollow Rd,,,,Pittsburgh,PA,15236,40.33847912,-79.96886895,,,,,,,,,,,,,260,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bamboo Garden Chinese Buffet ,restaurants,,80085,1720 Greensburg Avenue,,,,North Versailles,PA,15137,40.3948073,-79.8204688,,,,,,,,,,,,,188,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'confidence': 0.8, 'accuracy': 'point', 'match_type': 'interpolated', 'layer': 'address', 'label': '1720 Greensburg Avenue, North Versailles Township, PA, USA'}"
Banana Peppers Pizza,restaurants,,83786,840 Gill Hall Road,,,,Clairton,PA,15025,40.30017658,-79.96238428,,,,,,,,,,,,,0,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Banger's Bar,restaurants,,83290,812 Main  Street,,,,Pittsburgh,PA,15215,40.49480286,-79.93404287,,,,,,,,,,,,,30,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Banh Mi & Ti,restaurants,,83226,4502 Butler Street,,,,Pittsburgh,PA,15201,40.4721369,-79.95893516,,,,,,,,,,,,,12,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bantha Tea Bar,restaurants,,83729,5002 Penn Avenue,,,,Pittsburgh,PA,15224,40.46489882,-79.94394161,,,,,,,,,,,,,41,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bar 11,restaurants,,82296,1101 Bradish Street,,,,Pittsburgh,PA,15203,40.42724909,-79.98727666,,,,,,,,,,,,,15,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bar 3 Millvale ,restaurants,,84356,217 North  Avenue,,,,Pittsburgh,PA,15209,40.48141541,-79.9748156,,,,,,,,,,,,,60,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bar 48 Bar & Grille,restaurants,,82207,101 Simpson Howell Road,,,,Elizabeth,PA,15037,40.27259757,-79.83697549,,,,,,,,,,,,,32,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bar Botanico,restaurants,,84305,4325 Butler Street,,,,Pittsburgh,PA,15201,40.47137629,-79.96009926,,,,,,,,,,,,,45,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bar Louie #1601,restaurants,,84408,330 North Shore  Drive,,,,Pittsburgh,PA,15212,40.446296,-80.010636,,,,,,,,,,,,,219,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'confidence': 1, 'accuracy': 'point', 'match_type': 'exact', 'layer': 'address', 'label': '330 North Shore Dr, Pittsburgh, PA, USA'}"
Bar Marco @ the Firehouse,restaurants,,82449,2216 Penn Avenue,,,,Pittsburgh,PA,15222,40.45247771,-79.98155035,,,,,,,,,,,,,28,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bar Symon,restaurants,,82590,Pgh Intl Airport / AC-17,,,,Pittsburgh,PA,15231,40.499962,-80.276927,,,,,,,,,,,,,120,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'confidence': 1, 'accuracy': 'point', 'match_type': 'exact', 'layer': 'venue', 'label': 'Pittsburgh International Airport, Findlay Township, PA, USA'}"
Bar on Brown,restaurants,,83048,635 Brown Avenue,,,,Turtle Creek,PA,15145,40.42507626,-79.8347992,,,,,,,,,,,,,36,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Barrel Junction,restaurants,,82704,3108 Wm Flynn Highway,,,,Allison Park,PA,15101,40.55951,-79.95867,,,,,,,,,,,,,74,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,Geocoded by Geocodio
Barb's Country Junction Cafe,restaurants,,79329,155 3rd Ave,,,,Carnegie,PA,15106,40.40476002,-80.08899527,,,,,,,,,,,,,40,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Barton's Flowers & Bake Shop,restaurants,,82666,311 2nd Street,,,,Elizabeth,PA,15037,40.332022,-79.890283,,,,,,,,,,,,,0,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,Geocoded by Geocodio
Barb's Country Kitchen,restaurants,,78996,4711 Butler  Street,,,,Pittsburgh,PA,15201,40.47450187,-79.95790123,,,,,,,,,,,,,49,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Beemer's,restaurants,,80448,600 5th  Avenue,,,,Mc Keesport,PA,15132,40.351241,-79.859662,,,,,,,,,,,,,90,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,Geocoded by Geocodio
Barley Bar & Grill ,restaurants,,82051,319 6th Avenue,,,,Tarentum,PA,15084,40.603024,-79.753311,,,,,,,,,,,,,42,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'confidence': 1, 'accuracy': 'point', 'match_type': 'exact', 'layer': 'address', 'label': '319 E 6th Ave, Tarentum, PA, USA'}"
Bellisario's Pizza Palace,restaurants,,78912,437 McNeilly Road,,,,Pittsburgh,PA,15226,40.38299294,-80.01545659,,,,,,,,,,,,,36,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Barnes & Noble Booksellers,restaurants,,84251,700 Mall Circle Drive,,,,Monroeville,PA,15146,40.43034786,-79.79530721,,,,,,,,,,,,,44,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Beer Belly's,restaurants,,81670,235 5th St,,,,West Elizabeth,PA,15088,40.27311,-79.896349,,,,,,,,,,,,,30,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,Geocoded by Geocodio
Barnes & Noble Booksellers,restaurants,,80398,100 W Bridge St,,,,Homestead,PA,15120,40.40829377,-79.91583081,,,,,,,,,,,,,50,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Barnes & Noble Booksellers #2367,restaurants,,82277,800 Settlers Ridge Center Drive,,,,Pittsburgh,PA,15205,40.43990958,-80.14873916,,,,,,,,,,,,,42,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bee'z Bistro & Pub,restaurants,,84079,"3249 Washington Pike, Suite #1004",,,,Bridgeville,PA,15017,40.34080328,-80.1206085,,,,,,,,,,,,,92,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Barnes & Noble Booksellers #2898,restaurants,,77939,926 Freeport Road,,,,Pittsburgh,PA,15238,40.48894381,-79.89348617,,,,,,,,,,,,,49,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Barnes & Noble Bookstore Cafe,restaurants,,81686,1015 Forbes Avenue,,,,Pittsburgh,PA,15219,40.43811946,-79.99058293,,,,,,,,,,,,,60,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Barrel Junction,restaurants,,82569,5560 Wm Flynn Highway,,,,Gibsonia,PA,15044,40.63304829,-79.93973454,,,,,,,,,,,,,30,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Barry's,restaurants,,83931,9566 Perry Highway,,,,Pittsburgh,PA,15237,40.58038035,-80.03750098,,,,,,,,,,,,,30,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Barto's Bar,restaurants,,79523,859/861 5th Ave,,,,Coraopolis,PA,15108,40.5187623,-80.1676852,,,,,,,,,,,,,35,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'confidence': 0.8, 'accuracy': 'point', 'match_type': 'interpolated', 'layer': 'address', 'label': '861 5th Avenue, Coraopolis, PA, USA'}"
Bartram House Bakery,restaurants,,82120,2000 Village Run Road,,,,Wexford,PA,15090,40.63333482,-80.05636238,,,,,,,,,,,,,48,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bartram House Bakery & Cafe,restaurants,,83320,2612 Carson Street,,,,Pittsburgh,PA,15203,40.42726,-79.968191,,,,,,,,,,,,,98,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,"{'confidence': 1, 'accuracy': 'point', 'match_type': 'exact', 'layer': 'address', 'label': '2612 E Carson St, Pittsburgh, PA, USA'}"
Baskin-Robbins #765,restaurants,,78292,1110 Freeport Road,,,,Pittsburgh,PA,15238,40.48751206,-79.88166727,,,,,,,,,,,,,10,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bayer Healthcare - O'Hara,restaurants,,83657,625 Alpha  Drive,,,,Pittsburgh,PA,15238,40.50280881,-79.87198367,,,,,,,,,,,,,96,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bayer Radiology,restaurants,,83678,1 Bayer Drive,,,,Indianola,PA,15051,40.56460928,-79.85692942,,,,,,,,,,,,,150,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bea Taco Town #1,restaurants,,83322,633 Smithfield Street,,,,Pittsburgh,PA,15222,40.44244514,-79.99732043,,,,,,,,,,,,,48,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bea Taco Town #2,restaurants,,83378,110 Smithfield Street,,,,Pittsburgh,PA,15222,40.43745909,-80.00014572,,,,,,,,,,,,,48,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bean Thru,restaurants,,82450,4221 Ohio River  Boulevard,,,,Pittsburgh,PA,15202,40.48663195,-80.05496614,,,,,,,,,,,,,0,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
BeanThru,restaurants,,83423,1921 William Flynn Highway,,,,Glenshaw,PA,15116,40.54172357,-79.96431713,,,,,,,,,,,,,0,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bears Inn,restaurants,,80773,710 Hite Road,,,,Harwick,PA,15049,40.55548758,-79.80786385,,,,,,,,,,,,,76,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bechtel Marine Propulsion Corporation,restaurants,,80793,814 Pittsburgh - McKeesport Boulevard,,,,West Mifflin,PA,15122,40.3572275,-79.8991378,,,,,,,,,,,,,250,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Bechtel Plant Machinery Cafeteria & Market ,restaurants,,83668,3500 Technology Drive,,,,Monroeville,PA,15146,40.42576077,-79.78193641,,,,,,,,,,,,,234,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Becker's Cafe,restaurants,,79490,315 Olivia St,,,,Mc Kees Rocks,PA,15136,40.47464393,-80.05713697,,,,,,,,,,,,,44,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
Becky's Place,restaurants,,17454,605 Scenery Drive,,,,Elizabeth,PA,15037,40.272426,-79.838106,,,,,,,,,,,,,40,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
"Beer, Lime & Sunshine",restaurants,,82809,411 Wood Street,,,,Pittsburgh,PA,15222,40.43976599,-80.00128356,,,,,,,,,,,,,30,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,
